id,unit of measure (per pack),line item quantity,line item value,pack price,unit price,line item insurance (usd)
11071,30,576,6768.0,11.75,0.39,13.27
11072,270,200,2.0,0.01,0.0,0.0
11073,60,100,1.0,0.01,0.0,0.0
11074,60,42,0.42,0.01,0.0,0.0
11075,30,34036,196728.08,5.78,0.19,424.15
11076,60,2510,9789.0,3.9,0.06,21.11
11077,60,3,34.2,11.4,0.19,0.07
11078,60,1788,5721.6,3.2,0.05,12.34
11079,30,5,58.75,11.75,0.39,0.13
11117,120,4000,164400.0,41.1,0.34,263.04
11118,60,2000,71600.0,35.8,0.6,114.56
11122,30,4515,10113.6,2.24,0.07,16.18
11128,60,66370,680292.5,10.25,0.17,1088.47
11133,60,700,1064.0,1.52,0.03,1.7
11135,240,397,8356.85,21.05,0.09,13.37
11136,60,1319,9892.5,7.5,0.12,15.83
11137,60,1018,7838.6,7.7,0.13,12.54
11138,120,3000,123300.0,41.1,0.34,197.28
11139,336,157,6022.52,38.36,0.11,9.64
11140,30,86821,173642.0,2.0,0.07,277.83
11141,60,32436,243270.0,7.5,0.12,389.23
11142,100,75,10425.0,139.0,1.39,16.68
11144,90,400,6780.0,16.95,0.19,10.85
11146,100,150,20850.0,139.0,1.39,33.36
11147,18,12,3698.04,308.17,17.12,5.92
11151,30,25037,407101.62,16.26,0.54,651.36
11153,30,23814,387215.64,16.26,0.54,619.55
11154,90,271,4593.45,16.95,0.19,7.35
11156,60,294,446.88,1.52,0.03,0.72
11160,30,1717,21325.14,12.42,0.41,34.12
11161,60,85000,289000.0,3.4,0.06,462.4
11661,60,2844,8247.6,2.9,0.05,16.17
11162,30,69783,1360768.5,19.5,0.65,2177.23
11173,60,200,608.0,3.04,0.05,0.97
11174,60,60029,182488.16,3.04,0.05,291.98
11175,240,4286,9214.9,2.15,0.01,14.74
11177,90,2324,37184.0,16.0,0.18,59.49
11186,100,595,42834.05,71.99,0.72,68.53
11187,60,40761,435327.48,10.68,0.18,696.52
11188,60,52864,188724.48,3.57,0.06,301.96
11189,60,500,1835.0,3.67,0.06,2.94
11191,90,400,6400.0,16.0,0.18,10.24
11192,30,24140,48280.0,2.0,0.07,77.25
11194,60,3300,146850.0,44.5,0.74,234.96
11195,60,9943,33806.2,3.4,0.06,54.09
11196,90,900,14400.0,16.0,0.18,23.04
11197,30,50000,100000.0,2.0,0.07,160.0
11198,60,3930,80565.0,20.5,0.34,128.9
11200,60,14000,24500.0,1.75,0.03,39.2
11201,60,3996,6993.0,1.75,0.03,11.19
11202,180,4077,69186.69,16.97,0.09,110.7
11203,30,100,224.0,2.24,0.07,0.36
11204,60,995,69650.0,70.0,1.17,111.44
11205,120,993,40812.3,41.1,0.34,65.3
11206,30,96,1872.0,19.5,0.65,3.0
11207,30,84,1043.28,12.42,0.41,1.67
11208,60,215,2296.2,10.68,0.18,3.67
11209,240,965,5983.0,6.2,0.03,9.57
11210,300,630,25893.0,41.1,0.14,41.43
11213,100,405,29155.95,71.99,0.72,46.65
11217,60,9692,92074.0,9.5,0.16,147.32
11219,240,3000,6450.0,2.15,0.01,10.32
11222,60,2925,21645.0,7.4,0.12,34.63
11223,60,120,180.0,1.5,0.02,0.29
11224,60,29593,281133.5,9.5,0.16,449.81
11225,60,392,842.8,2.15,0.04,1.35
11226,60,1128,31053.84,27.53,0.46,49.69
11227,40,710,53960.0,76.0,1.9,86.34
11228,120,12107,497597.7,41.1,0.34,796.16
11230,30,66667,828004.14,12.42,0.41,1324.81
11231,60,2883,27388.5,9.5,0.16,43.82
11232,25,5693,113860.0,20.0,0.8,182.18
11233,60,7558,71423.1,9.45,0.16,114.28
11234,30,19740,237077.4,12.01,0.4,379.32
11235,60,5809,54895.05,9.45,0.16,87.83
11236,100,152,1.52,0.01,0.0,0.0
11238,60,90955,673067.0,7.4,0.12,1076.91
11239,120,84,3452.4,41.1,0.34,5.52
11240,60,4,105.2,26.3,0.44,0.17
11241,240,2112,4055.04,1.92,0.01,6.49
11242,60,32358,110017.2,3.4,0.06,176.03
11243,60,2100,6090.0,2.9,0.05,9.74
11244,60,14277,134917.65,9.45,0.16,215.87
11245,60,27662,94050.8,3.4,0.06,150.48
11246,100,10,720.0,72.0,0.72,1.15
11247,100,1550,123984.5,79.99,0.8,198.38
11248,30,50000,600500.0,12.01,0.4,960.8
11249,60,14044,42693.76,3.04,0.05,68.31
11250,90,3885,62160.0,16.0,0.18,99.46
11252,20,1200,38400.0,32.0,1.6,61.44
11257,60,16610,224235.0,13.5,0.22,358.78
11258,60,3060,24939.0,8.15,0.14,39.9
11259,30,1233,15313.86,12.42,0.41,24.5
11260,60,1887,17832.15,9.45,0.16,28.53
11261,30,1566,3132.0,2.0,0.07,5.01
11263,240,1846,3968.9,2.15,0.01,6.35
11265,240,4338,8545.86,1.97,0.01,13.67
11267,100,550,39594.5,71.99,0.72,63.35
11268,100,1800,18.0,0.01,0.0,0.03
11269,60,2700,19980.0,7.4,0.12,31.97
11528,30,50000,600500.0,12.01,0.4,960.8
11270,60,1350,12757.5,9.45,0.16,20.41
11271,60,60000,432000.0,7.2,0.12,691.2
11273,120,2580,106038.0,41.1,0.34,169.66
11274,60,1294,10546.1,8.15,0.14,20.67
11275,60,6786,63449.1,9.35,0.16,124.36
11276,240,10000,21000.0,2.1,0.01,41.16
11277,30,2410,28245.2,11.72,0.39,55.36
11278,60,11569,109327.05,9.45,0.16,214.28
11280,20,25,800.0,32.0,1.6,1.57
11281,60,10000,79000.0,7.9,0.13,154.84
11282,60,4,105.2,26.3,0.44,0.21
11283,30,12000,140640.0,11.72,0.39,225.02
11284,30,4000,48040.0,12.01,0.4,76.86
11286,30,4000,48040.0,12.01,0.4,76.86
11289,120,60,2466.0,41.1,0.34,4.83
11290,30,5547,94299.0,17.0,0.57,150.88
11291,60,1144,10696.4,9.35,0.16,20.96
11292,60,1044,3967.2,3.8,0.06,7.78
11293,240,4439,71689.85,16.15,0.07,140.51
11294,90,210,3204.6,15.26,0.17,6.28
11295,30,382,10027.5,26.25,0.88,19.65
11298,30,3014,79117.5,26.25,0.88,155.07
11299,240,14405,27369.5,1.9,0.01,53.64
11300,60,45000,420750.0,9.35,0.16,824.67
11301,20,750,24000.0,32.0,1.6,47.04
11302,60,5377,50274.95,9.35,0.16,98.54
11303,60,11188,132018.4,11.8,0.2,258.76
11304,60,125009,900064.8,7.2,0.12,1440.1
11305,60,969,3779.1,3.9,0.06,6.05
11306,30,2063,24178.36,11.72,0.39,47.39
11307,240,5800,12180.0,2.1,0.01,23.87
11309,120,80,3288.0,41.1,0.34,5.26
11310,60,6385,15579.4,2.44,0.04,30.54
11312,180,3930,39.3,0.01,0.0,0.08
11313,60,53671,611849.4,11.4,0.19,1199.22
11314,90,420,6409.2,15.26,0.17,12.56
11315,60,16698,190357.2,11.4,0.19,373.1
11316,60,9483,108106.2,11.4,0.19,211.89
11317,30,867,8427.24,9.72,0.32,16.52
11318,30,19400,188568.0,9.72,0.32,369.59
11319,30,90,2362.5,26.25,0.88,4.63
11320,60,7044,83119.2,11.8,0.2,162.91
11321,60,888,8.88,0.01,0.0,0.02
11322,30,107180,857440.0,8.0,0.27,1680.58
11326,60,4594,116917.3,25.45,0.42,229.16
11327,60,95000,676400.0,7.12,0.12,1325.74
11331,30,11000,126500.0,11.5,0.38,247.94
11332,60,76000,541120.0,7.12,0.12,1060.6
11333,60,40000,284800.0,7.12,0.12,558.21
11336,30,6000,79680.0,13.28,0.44,156.17
11337,30,25000,250000.0,10.0,0.33,490.0
11338,60,9560,36328.0,3.8,0.06,71.2
11339,60,296,444.0,1.5,0.02,0.87
11340,60,26550,302670.0,11.4,0.19,593.23
11341,60,41948,478207.2,11.4,0.19,937.29
11342,30,240,6300.0,26.25,0.88,12.35
11343,30,662,17377.5,26.25,0.88,34.06
11344,30,5010,48697.2,9.72,0.32,95.45
11345,60,8000,60240.0,7.53,0.13,118.07
11346,30,8462,222127.5,26.25,0.88,435.37
11348,60,374,912.56,2.44,0.04,1.79
11350,30,8438,82017.36,9.72,0.32,160.75
11351,30,8662,84194.64,9.72,0.32,165.02
11352,30,4000,42480.0,10.62,0.35,83.26
11353,60,60930,694602.0,11.4,0.19,1361.42
11354,30,25000,293750.0,11.75,0.39,575.75
11356,60,40000,350400.0,8.76,0.15,686.78
11357,60,59952,525179.52,8.76,0.15,1029.35
11358,300,129,1.29,0.01,0.0,0.0
11361,60,6376,136573.92,21.42,0.36,294.45
11829,30,35000,434700.0,12.42,0.41,695.52
11387,60,401,862.15,2.15,0.04,1.38
11390,60,957,34260.6,35.8,0.6,54.82
11391,240,4316,17048.2,3.95,0.02,27.28
11395,120,2820,115902.0,41.1,0.34,185.44
11407,120,1110,45621.0,41.1,0.34,72.99
11408,100,850,68000.0,80.0,0.8,108.8
11409,30,570,1949.4,3.42,0.11,3.12
11411,100,79,6320.0,80.0,0.8,10.11
11412,336,140,5370.4,38.36,0.11,8.59
11417,25,6452,129040.0,20.0,0.8,206.46
11418,120,4000,164400.0,41.1,0.34,263.04
11419,60,209,1567.5,7.5,0.12,2.51
11420,270,575,45218.0,78.64,0.29,72.35
11424,30,3200,52032.0,16.26,0.54,83.25
11425,90,422,7152.9,16.95,0.19,11.44
11426,60,400,28000.0,70.0,1.17,44.8
11430,60,1000,1520.0,1.52,0.03,2.43
11431,336,1025,39319.0,38.36,0.11,62.91
11432,60,10800,102600.0,9.5,0.16,164.16
11433,60,630,957.6,1.52,0.03,1.53
11434,240,10624,65868.8,6.2,0.03,105.39
11435,180,7839,391950.0,50.0,0.28,627.12
11436,120,726,29838.6,41.1,0.34,47.74
11450,300,665,27331.5,41.1,0.14,43.73
11452,30,70000,140000.0,2.0,0.07,224.0
11454,60,15960,48518.4,3.04,0.05,77.63
11456,200,9050,13122.5,1.45,0.01,21.0
11458,30,44135,548156.7,12.42,0.41,877.05
11462,60,229,2445.72,10.68,0.18,3.91
11464,100,4000,288000.0,72.0,0.72,460.8
11472,200,2950,4277.5,1.45,0.01,6.84
11473,100,595,5.95,0.01,0.0,0.01
11474,30,1860,23101.2,12.42,0.41,36.96
11475,60,15000,111000.0,7.4,0.12,177.6
11476,60,1200,23400.0,19.5,0.32,37.44
11477,60,900,63000.0,70.0,1.17,100.8
11478,20,4500,144000.0,32.0,1.6,230.4
11479,60,27681,262969.5,9.5,0.16,420.75
11480,30,24561,294977.61,12.01,0.4,471.96
11481,30,37039,444838.39,12.01,0.4,711.74
11483,180,3027,28756.5,9.5,0.05,46.01
11484,60,1873,83348.5,44.5,0.74,133.36
11485,30,17994,472342.5,26.25,0.88,755.75
11490,60,70000,212800.0,3.04,0.05,340.48
11491,60,13141,44679.4,3.4,0.06,71.49
11492,100,25,1800.0,72.0,0.72,2.88
11493,120,4,164.4,41.1,0.34,0.26
11494,60,628,2241.96,3.57,0.06,3.59
11495,240,1752,6920.4,3.95,0.02,11.07
11496,240,2091,34501.5,16.5,0.07,55.2
11497,30,44135,548156.7,12.42,0.41,877.05
11500,25,100,7500.0,75.0,3.0,12.0
11501,25,70,5250.0,75.0,3.0,8.4
11507,60,451,1371.04,3.04,0.05,2.19
11508,240,475,912.0,1.92,0.01,1.46
11510,30,17706,464782.5,26.25,0.88,743.65
11511,25,3508,70160.0,20.0,0.8,112.26
11512,270,332,26108.48,78.64,0.29,41.77
11515,30,1600,3200.0,2.0,0.07,5.12
11516,60,2084,19798.0,9.5,0.16,31.68
11517,120,600,24660.0,41.1,0.34,39.46
11518,100,2100,21.0,0.01,0.0,0.03
11520,30,535,9095.0,17.0,0.57,14.55
11521,60,37240,275576.0,7.4,0.12,440.92
11522,30,4394,74698.0,17.0,0.57,119.52
11523,240,792,4910.4,6.2,0.03,7.86
11524,60,29500,89680.0,3.04,0.05,143.49
11525,30,20000,248400.0,12.42,0.41,397.44
11526,180,1550,77500.0,50.0,0.28,124.0
11527,60,2508,18559.2,7.4,0.12,29.69
11529,30,18760,225307.6,12.01,0.4,360.49
11530,60,17843,60666.2,3.4,0.06,97.07
11531,30,45000,540450.0,12.01,0.4,864.72
11532,100,20,0.2,0.01,0.0,0.0
11533,60,164,2177.92,13.28,0.22,3.48
11535,30,49997,620962.74,12.42,0.41,993.54
11536,60,154,238.7,1.55,0.03,0.38
11537,60,98,1519.0,15.5,0.26,2.43
11538,60,5730,157746.9,27.53,0.46,252.4
11539,60,6002,20406.8,3.4,0.06,32.65
11541,30,300,600.0,2.0,0.07,0.96
11542,90,105,1680.0,16.0,0.18,2.69
11543,60,1300,12285.0,9.45,0.16,19.66
11545,60,9367,72594.25,7.75,0.13,116.15
11547,100,250,2.5,0.01,0.0,0.0
11548,30,21000,252210.0,12.01,0.4,403.54
11550,60,1450,19575.0,13.5,0.22,31.32
11551,180,34,576.64,16.96,0.09,0.92
11552,60,65500,199120.0,3.04,0.05,318.59
11553,60,24345,230060.25,9.45,0.16,368.1
11554,60,39000,288600.0,7.4,0.12,461.76
11555,30,4000,48040.0,12.01,0.4,76.86
11556,60,60000,432000.0,7.2,0.12,691.2
11557,120,1530,125766.0,82.2,0.68,201.23
11558,60,11352,33034.32,2.91,0.05,52.85
11559,120,2580,106038.0,41.1,0.34,169.66
11560,60,5000,39500.0,7.9,0.13,77.42
11561,30,8000,16000.0,2.0,0.07,31.36
11562,60,2306,18793.9,8.15,0.14,36.84
11563,100,5000,50.0,0.01,0.0,0.1
11564,60,416,3286.4,7.9,0.13,6.44
11565,60,50,395.0,7.9,0.13,0.77
11567,60,40454,137543.6,3.4,0.06,269.59
11568,60,2523,8073.6,3.2,0.05,15.82
11569,60,15000,131400.0,8.76,0.15,257.54
11570,60,948,1469.4,1.55,0.03,2.88
11571,60,1077,3123.3,2.9,0.05,6.12
11572,30,6,157.5,26.25,0.88,0.31
11573,60,2454,8343.6,3.4,0.06,16.35
11574,60,2780,25993.0,9.35,0.16,50.95
11577,60,26402,249498.9,9.45,0.16,399.2
11578,60,76000,562400.0,7.4,0.12,899.84
11579,30,76,1995.0,26.25,0.88,3.19
11581,240,1595,3030.5,1.9,0.01,5.94
11582,60,50000,170000.0,3.4,0.06,333.2
11583,60,92950,669240.0,7.2,0.12,1311.71
11584,20,1250,40000.0,32.0,1.6,78.4
11585,60,1008,2509.92,2.49,0.04,4.92
11586,60,3600,16344.0,4.54,0.08,32.03
11587,60,41922,298484.64,7.12,0.12,585.03
11590,200,3250,4550.0,1.4,0.01,8.92
11591,180,1793,30409.28,16.96,0.09,59.6
11592,60,4704,55507.2,11.8,0.2,108.79
11593,30,67,1758.75,26.25,0.88,3.45
11594,60,5919,69844.2,11.8,0.2,136.89
11595,30,100000,1100000.0,11.0,0.37,2156.0
11596,60,58086,551817.0,9.5,0.16,882.91
11597,60,7306,23379.2,3.2,0.05,45.82
11598,30,10000,20000.0,2.0,0.07,32.0
11600,60,92933,669117.6,7.2,0.12,1311.47
11601,60,21542,84013.8,3.9,0.06,164.67
11602,60,1511,10879.2,7.2,0.12,21.32
11603,30,11549,122650.38,10.62,0.35,240.39
11605,240,14668,30802.8,2.1,0.01,49.28
11606,30,131808,1583014.08,12.01,0.4,2532.82
11607,60,1524,4876.8,3.2,0.05,9.56
11608,30,7000,92960.0,13.28,0.44,182.2
11609,30,14814,29628.0,2.0,0.07,58.07
11610,20,15,540.0,36.0,1.8,1.06
11612,60,44440,151096.0,3.4,0.06,241.75
11613,30,15000,393750.0,26.25,0.88,630.0
11614,60,21814,69804.8,3.2,0.05,136.82
11615,60,1923,79035.3,41.1,0.68,154.91
11616,60,3374,24292.8,7.2,0.12,47.61
11617,30,1444,15884.0,11.0,0.37,31.13
11618,60,8258,58796.96,7.12,0.12,115.24
11619,60,27588,325538.4,11.8,0.2,638.06
11620,60,11608,82648.96,7.12,0.12,161.99
11622,30,143,3753.75,26.25,0.88,7.36
11623,30,326,8557.5,26.25,0.88,16.77
11624,30,873,22916.25,26.25,0.88,44.92
11626,60,288,921.6,3.2,0.05,1.81
11627,30,32696,858270.0,26.25,0.88,1682.21
11628,60,27080,194976.0,7.2,0.12,311.96
11629,30,50,1312.5,26.25,0.88,2.57
11630,60,5754,18412.8,3.2,0.05,36.09
11634,60,108,162.0,1.5,0.02,0.32
11635,60,1,11.4,11.4,0.19,0.02
11636,60,4860,7241.4,1.49,0.02,14.19
11637,60,685,6000.6,8.76,0.15,11.76
11638,30,28454,312994.0,11.0,0.37,613.47
11639,60,7300,56283.0,7.71,0.13,110.31
11640,60,477,4.77,0.01,0.0,0.01
11641,240,374,3.74,0.01,0.0,0.01
11646,60,10371,117710.85,11.35,0.19,230.71
11647,60,24,72.0,3.0,0.05,0.14
11652,240,3035,5827.2,1.92,0.01,11.42
11653,60,36,54.0,1.5,0.02,0.11
11654,60,6000,52560.0,8.76,0.15,103.02
11655,30,7300,50005.0,6.85,0.23,98.01
11656,60,4000,16000.0,4.0,0.07,31.36
11657,240,3500,6650.0,1.9,0.01,13.03
11660,60,13325,39975.0,3.0,0.05,78.35
11662,60,40126,285697.12,7.12,0.12,559.97
11663,60,2484,21759.84,8.76,0.15,42.65
11664,60,370,551.3,1.49,0.02,1.08
11665,60,4501,51311.4,11.4,0.19,100.57
11666,30,873,22916.25,26.25,0.88,44.92
11667,30,149824,3932880.0,26.25,0.88,7708.44
11668,60,214,1874.64,8.76,0.15,3.67
11669,30,1201,31526.25,26.25,0.88,61.79
11670,200,400,560.0,1.4,0.01,1.1
11672,60,10406,264832.7,25.45,0.42,519.07
11673,30,120000,960000.0,8.0,0.27,1881.6
11674,240,2917,5600.64,1.92,0.01,10.98
11675,100,3612,18060.0,5.0,0.05,35.4
11677,60,2393,17038.16,7.12,0.12,33.39
11678,60,4564,13235.6,2.9,0.05,25.94
11679,30,15000,102750.0,6.85,0.23,201.39
11680,60,13000,113880.0,8.76,0.15,223.2
11681,60,84282,252846.0,3.0,0.05,495.58
11682,240,5527,11606.7,2.1,0.01,22.75
11683,60,4400,10736.0,2.44,0.04,21.04
11684,60,5060,57684.0,11.4,0.19,113.06
11685,30,243,2855.25,11.75,0.39,5.6
11687,60,9288,81362.88,8.76,0.15,159.47
11688,60,16524,144750.24,8.76,0.15,283.71
11689,60,350,3972.5,11.35,0.19,7.79
11740,100,300,41700.0,139.0,1.39,66.72
11690,60,3752,95488.4,25.45,0.42,187.16
11691,240,100,1464.0,14.64,0.06,3.16
11692,60,60840,693576.0,11.4,0.19,1495.35
11693,60,120,1.2,0.01,0.0,0.0
11694,60,200,2.0,0.01,0.0,0.0
11695,60,31240,273662.4,8.76,0.15,590.02
11697,60,6661,19316.9,2.9,0.05,41.65
11724,60,534,5217.18,9.77,0.16,8.35
11725,90,3436,58240.2,16.95,0.19,93.18
11731,30,61468,999469.68,16.26,0.54,1599.15
11737,20,150,4800.0,32.0,1.6,7.68
11738,30,6400,12800.0,2.0,0.07,20.48
11739,30,1600,3200.0,2.0,0.07,5.12
11741,60,11807,42150.99,3.57,0.06,67.44
11742,20,100,3200.0,32.0,1.6,5.12
11743,240,500,8250.0,16.5,0.07,13.2
11744,60,10977,117234.36,10.68,0.18,187.57
11745,30,12000,315000.0,26.25,0.88,504.0
11747,120,1155,47470.5,41.1,0.34,75.95
11749,25,6356,127120.0,20.0,0.8,203.39
11750,20,2453,78496.0,32.0,1.6,125.59
11751,240,1306,28079.0,21.5,0.09,44.93
11753,60,10000,106800.0,10.68,0.18,170.88
11754,60,7661,274263.8,35.8,0.6,438.82
11755,60,9838,172165.0,17.5,0.29,275.46
11756,30,2414,8255.88,3.42,0.11,13.21
11757,30,485,1682.95,3.47,0.12,2.69
11758,30,4515,15667.05,3.47,0.12,25.07
11761,100,1500,120000.0,80.0,0.8,192.0
11762,60,125000,925000.0,7.4,0.12,1480.0
11764,60,1629,5978.43,3.67,0.06,9.57
11765,60,1119,1958.25,1.75,0.03,3.13
11766,240,2523,4970.31,1.97,0.01,7.95
11767,60,7586,61825.9,8.15,0.14,98.92
11769,100,170,13600.0,80.0,0.8,21.76
11780,240,2938,5640.96,1.92,0.01,9.03
11787,30,1860,23101.2,12.42,0.41,36.96
11792,336,1455,55813.8,38.36,0.11,89.3
11798,60,2489,68522.17,27.53,0.46,109.64
11799,60,60060,372372.0,6.2,0.1,595.8
11801,25,9200,184000.0,20.0,0.8,294.4
11802,240,6777,14570.55,2.15,0.01,23.31
11803,30,2989,50813.0,17.0,0.57,81.3
11804,120,12240,503064.0,41.1,0.34,804.9
11805,180,840,42000.0,50.0,0.28,67.2
11994,30,12740,140140.0,11.0,0.37,274.67
11806,60,30000,222000.0,7.4,0.12,355.2
11807,240,13124,25854.28,1.97,0.01,41.37
11808,240,35,217.0,6.2,0.03,0.35
11810,60,22240,164576.0,7.4,0.12,263.32
11811,60,14490,118093.5,8.15,0.14,188.95
11812,240,6000,11820.0,1.97,0.01,18.91
11813,60,20797,63222.88,3.04,0.05,101.16
11814,120,100,4110.0,41.1,0.34,6.58
11815,18,12,3698.04,308.17,17.12,5.92
11817,100,1250,89987.5,71.99,0.72,143.98
11818,60,92144,875368.0,9.5,0.16,1400.59
11821,100,405,4.05,0.01,0.0,0.01
11824,240,11168,69241.6,6.2,0.03,110.79
11825,90,672,10752.0,16.0,0.18,17.2
11826,90,400,6400.0,16.0,0.18,10.24
11827,60,125,425.0,3.4,0.06,0.68
11830,240,3286,7064.9,2.15,0.01,11.3
11832,60,34732,257016.8,7.4,0.12,411.23
11833,120,180,7398.0,41.1,0.34,11.84
11834,30,37258,462744.36,12.42,0.41,740.39
11837,30,818,10159.56,12.42,0.41,16.26
11839,60,22500,166500.0,7.4,0.12,266.4
11840,100,1250,89987.5,71.99,0.72,143.98
11841,30,44135,548156.7,12.42,0.41,877.05
11842,240,965,1852.8,1.92,0.01,2.96
11843,240,5581,10715.52,1.92,0.01,17.14
11845,60,48671,147959.84,3.04,0.05,236.74
11846,30,3364,41780.88,12.42,0.41,66.85
11847,30,656,17220.0,26.25,0.88,27.55
11850,60,55560,188904.0,3.4,0.06,302.25
11851,120,2580,106038.0,41.1,0.34,169.66
11852,240,2712,5207.04,1.92,0.01,8.33
11854,300,746,30660.6,41.1,0.14,49.06
11855,30,1600,3200.0,2.0,0.07,5.12
11856,60,37240,275576.0,7.4,0.12,440.92
11857,240,3264,7017.6,2.15,0.01,11.23
11858,30,109,1853.0,17.0,0.57,2.96
11859,60,50000,360000.0,7.2,0.12,576.0
11860,120,240,9864.0,41.1,0.34,15.78
11861,60,3075,24600.0,8.0,0.13,39.36
11862,30,3359,88173.75,26.25,0.88,141.08
11863,30,641,16826.25,26.25,0.88,26.92
11864,60,50000,170000.0,3.4,0.06,272.0
11865,60,16610,220580.8,13.28,0.22,352.93
11866,60,37240,275576.0,7.4,0.12,440.92
11867,240,7700,15169.0,1.97,0.01,24.27
11868,60,55560,188904.0,3.4,0.06,302.25
11869,84,630,6041.7,9.59,0.11,9.67
11870,100,152,10942.48,71.99,0.72,17.51
11873,240,3008,5775.36,1.92,0.01,9.24
11874,40,415,31540.0,76.0,1.9,50.46
11875,60,9180,67932.0,7.4,0.12,108.69
11876,60,127,190.5,1.5,0.02,0.3
11877,30,25000,300250.0,12.01,0.4,480.4
11878,60,50000,472500.0,9.45,0.16,756.0
11879,60,5641,45974.15,8.15,0.14,73.56
11880,60,28896,273067.2,9.45,0.16,436.91
11881,200,3229,4520.6,1.4,0.01,7.23
11882,30,1860,23101.2,12.42,0.41,36.96
11883,60,11640,90210.0,7.75,0.13,144.34
11884,180,1503,25490.88,16.96,0.09,40.79
11887,60,46,368.0,8.0,0.13,0.59
11888,60,2871,8727.84,3.04,0.05,13.96
11890,270,977,76831.28,78.64,0.29,122.93
11995,30,120000,960000.0,8.0,0.27,1881.6
11891,60,19000,256500.0,13.5,0.22,410.4
11892,30,18451,229161.42,12.42,0.41,366.66
11893,60,100731,342485.4,3.4,0.06,547.98
11894,60,525,4278.75,8.15,0.14,6.85
11895,30,1031,12382.31,12.01,0.4,19.81
11897,100,90,6479.1,71.99,0.72,10.37
11899,240,2135,4205.95,1.97,0.01,6.73
11900,25,2688,53760.0,20.0,0.8,86.02
11902,240,1000,1920.0,1.92,0.01,3.07
11903,240,1440,3024.0,2.1,0.01,4.84
11904,30,27070,297770.0,11.0,0.37,476.43
11905,60,76000,562400.0,7.4,0.12,1102.3
11906,30,5147,56617.0,11.0,0.37,110.97
11907,180,150,2544.0,16.96,0.09,4.07
11908,240,1760,3696.0,2.1,0.01,5.91
11909,60,13380,20739.0,1.55,0.03,33.18
11910,60,1001,9359.35,9.35,0.16,14.97
11913,60,10812,127581.6,11.8,0.2,250.06
11914,20,4926,157632.0,32.0,1.6,252.21
11916,100,12,1199.88,99.99,1.0,2.35
11917,30,25000,300250.0,12.01,0.4,480.4
11918,240,2613,5487.3,2.1,0.01,8.78
11919,60,20989,71362.6,3.4,0.06,139.87
11920,60,4703,15049.6,3.2,0.05,29.5
11921,60,2339,21869.65,9.35,0.16,34.99
11923,60,3000,76740.0,25.58,0.43,150.41
11924,60,10530,25693.2,2.44,0.04,50.36
11925,60,11640,90210.0,7.75,0.13,144.34
11926,30,24350,267850.0,11.0,0.37,524.99
11927,20,500,16000.0,32.0,1.6,25.6
11928,200,1200,1680.0,1.4,0.01,3.29
11932,30,37666,988732.5,26.25,0.88,1937.92
11933,30,4,105.0,26.25,0.88,0.17
11934,60,1054,9854.9,9.35,0.16,15.77
11935,60,4953,36652.2,7.4,0.12,58.64
11936,60,12000,18600.0,1.55,0.03,36.46
11937,240,350,5652.5,16.15,0.07,11.08
11938,60,450,11452.5,25.45,0.42,22.45
11939,30,4200,49224.0,11.72,0.39,78.76
11940,60,2011,14881.4,7.4,0.12,23.81
11942,30,2139,23529.0,11.0,0.37,37.65
11943,60,93000,869550.0,9.35,0.16,1391.28
11944,60,2855,20327.6,7.12,0.12,39.84
11945,60,7876,11971.52,1.52,0.03,23.46
11946,30,32696,858270.0,26.25,0.88,1682.21
11947,90,1132,18112.0,16.0,0.18,35.5
11948,30,100000,2625000.0,26.25,0.88,5145.0
11949,240,833,1582.7,1.9,0.01,3.1
11950,60,19290,138888.0,7.2,0.12,272.22
11951,200,800,1120.0,1.4,0.01,2.2
11953,30,20880,250768.8,12.01,0.4,401.23
11954,30,30654,359264.88,11.72,0.39,704.16
11955,60,63940,728916.0,11.4,0.19,1428.68
11956,60,4314,49179.6,11.4,0.19,96.39
11957,120,1764,72500.4,41.1,0.34,142.1
11958,120,1544,63458.4,41.1,0.34,124.38
11959,30,5000,55000.0,11.0,0.37,88.0
11960,300,1500,61650.0,41.1,0.14,120.83
11961,60,7511,25537.4,3.4,0.06,50.05
11962,240,352,5280.0,15.0,0.06,10.35
11963,240,274,4110.0,15.0,0.06,8.06
11964,60,10808,127534.4,11.8,0.2,249.97
11966,90,170,1.7,0.01,0.0,0.0
11967,30,2067,54258.75,26.25,0.88,106.35
11968,240,2345,4455.5,1.9,0.01,8.73
11969,60,630,938.7,1.49,0.02,1.84
11970,90,1680,25636.8,15.26,0.17,50.25
11971,90,1417,18038.41,12.73,0.14,35.36
11972,60,13600,154360.0,11.35,0.19,302.55
11973,180,616,30800.0,50.0,0.28,60.37
11974,90,720,10987.2,15.26,0.17,21.53
11975,30,100000,1100000.0,11.0,0.37,2156.0
11980,60,1002,1553.1,1.55,0.03,3.04
11981,90,680,10376.8,15.26,0.17,20.34
11983,60,306,2359.26,7.71,0.13,4.62
11988,60,18750,56250.0,3.0,0.05,110.25
11989,30,4000,42480.0,10.62,0.35,83.26
11990,30,26710,259621.2,9.72,0.32,508.86
11991,60,14479,97878.04,6.76,0.11,191.84
11992,60,1604,11420.48,7.12,0.12,22.38
11993,60,4340,30900.8,7.12,0.12,60.57
11996,60,4314,49179.6,11.4,0.19,96.39
11997,60,41949,478218.6,11.4,0.19,937.31
